brand,model,scope,class,rule,units_total,units_last_12m,first_seen,last_seen
FERRARI,488 PISTA,Whole,ICE,default-ice,3,0,2019-12,2022-03
FERRARI,488 SPIDER,Whole,ICE,default-ice,4,0,2018-06,2019-02
FERRARI,812 GTS,Whole,ICE,default-ice,1,0,2025-07,2025-07
FERRARI,812 SUPERFAST,Whole,ICE,default-ice,2,0,2019-12,2020-01
FERRARI,CALIFORNIA,Whole,ICE,default-ice,3,0,2023-04,2024-10
FERRARI,CALIFORNIA T,Whole,ICE,default-ice,3,0,2019-07,2023-12
FERRARI,F110 TESTAROSSA AB-E,Whole,ICE,default-ice,1,0,2019-02,2019-02
FERRARI,F12 BERLINETTA,Whole,ICE,default-ice,1,0,2019-08,2019-08
FERRARI,F355,Whole,ICE,default-ice,2,2,2026-02,2026-04
FERRARI,F355 SPIDER,Whole,ICE,default-ice,1,1,2026-07,2026-07
FERRARI,F430,Whole,ICE,default-ice,1,0,2022-10,2022-10
FERRARI,F8 SPIDER,Whole,ICE,default-ice,1,0,2024-07,2024-07
FERRARI,F8 TRIBUTO,Whole,ICE,default-ice,1,0,2024-07,2024-07
FERRARI,FF,Whole,ICE,default-ice,1,0,2018-01,2018-01
FERRARI,GTS TURBO,Whole,ICE,default-ice,1,0,2019-10,2019-10
FERRARI,MONDIAL,Whole,ICE,default-ice,2,0,2019-08,2020-02
FERRARI,MONDIAL CABRIOLET,Whole,ICE,default-ice,3,0,2018-05,2025-06
FERRARI,PORTOFINO,Whole,ICE,default-ice,1,0,2021-10,2021-10
FERRARI,PORTOFINO M,Whole,ICE,default-ice,2,0,2024-12,2025-07
FERRARI,PUROSANGUE,Whole,ICE,default-ice,3,2,2025-03,2026-05
FERRARI,ROMA,Whole,ICE,default-ice,4,3,2025-02,2026-03
FERRARI,ROMA SPIDER,Whole,ICE,default-ice,2,1,2025-05,2026-01
FERRARI,SF90 SPIDER,Whole,PHEV,phev-ferrari,2,2,2026-01,2026-04
FERRARI,SF90 STRADALE,Whole,PHEV,phev-ferrari,1,0,2025-02,2025-02
FERRARI,TESTAROSSA,Whole,ICE,default-ice,10,4,2018-11,2026-08
FIAT,110F,Whole,ICE,default-ice,1,1,2026-08,2026-08
FIAT,124 SPIDER,Whole,ICE,default-ice,2,1,2021-05,2026-02
FIAT,2.0 20V TURBO PLUS,Whole,ICE,default-ice,1,0,2021-06,2021-06
FIAT,500,Whole,ICE,default-ice,6,1,2018-10,2026-04
FIAT,500 1.2,Whole,ICE,default-ice,2,0,2019-11,2020-01
FIAT,500 1.4 16V CABRIO LOUNGE,Whole,ICE,default-ice,73,0,2018-04,2020-06
FIAT,500 1.4 16V LOUNGE,Whole,ICE,default-ice,245,0,2018-02,2020-10
FIAT,500 1.4 16V LOUNGE AUTOMATICO,Whole,ICE,default-ice,57,0,2018-01,2018-10
FIAT,500 1.4 16V SPORT,Whole,ICE,default-ice,256,0,2018-01,2021-01
FIAT,500 1.4 8V CULT,Whole,ICE,default-ice,3,0,2018-02,2021-10
FIAT,500 595 TURISMO,Whole,ICE,default-ice,456,0,2018-01,2021-06
FIAT,500 ABARTH 1.4 16V,Whole,ICE,default-ice,1,0,2022-04,2022-04
FIAT,500 ABARTH 595 TURISMO,Whole,ICE,default-ice,16,0,2019-04,2021-11
FIAT,500 DOLCE VITA HYBRID,Whole,MHEV,mhev-stellantis-hybrid,1,0,2023-06,2023-06
FIAT,500 LOUNGE AIR AT 1.4 16V,Whole,ICE,default-ice,2,0,2018-01,2018-02
FIAT,500C POP DUALOGIC 1.2,Whole,ICE,default-ice,1,0,2022-12,2022-12
FIAT,500L,Whole,ICE,default-ice,3,0,2020-01,2020-09
FIAT,500L 1.4 16V,Whole,ICE,default-ice,1,0,2019-12,2019-12
FIAT,500X,Whole,ICE,default-ice,2,0,2019-09,2023-08
FIAT,500X CROSS 1.4 16V AT9,Whole,ICE,default-ice,493,0,2018-01,2020-08
FIAT,500X CROSS AT9 HB 4X4 1.4 AUT,Whole,ICE,default-ice,2,1,2024-04,2026-06
FIAT,500X POP 1.4 16V,Whole,ICE,default-ice,991,0,2018-01,2022-05
FIAT,600 HYBRID 1.2 EDCT,Whole,MHEV,mhev-stellantis-hybrid,958,958,2025-10,2026-08
FIAT,600 MULTIPLA,Whole,ICE,default-ice,1,0,2022-06,2022-06
FIAT,ARGO 1.3 DRIVE CVT,Whole,ICE,default-ice,733,730,2023-06,2026-08
FIAT,ARGO DRIVE 1.3,Whole,ICE,default-ice,33693,5188,2018-01,2026-08
FIAT,ARGO DRIVE 1.3 GSR,Whole,ICE,default-ice,1,1,2026-02,2026-02
FIAT,ARGO HGT 1.8,Whole,ICE,default-ice,4243,0,2018-01,2023-01
FIAT,ARGO PRECISION 1.8,Whole,ICE,default-ice,6624,0,2018-01,2023-06
FIAT,ARGO PRECISION 1.8 AT6,Whole,ICE,default-ice,1418,0,2018-03,2022-10
FIAT,CINQUECENTO,Whole,ICE,default-ice,1,0,2019-06,2019-06
FIAT,CRONOS 1.3 GSE BZ,Whole,ICE,default-ice,1968,0,2022-07,2024-01
FIAT,CRONOS 1.3 MT,Whole,ICE,default-ice,3266,0,2021-07,2023-03
FIAT,CRONOS DRIVE 1.3 GSE BZ,Whole,ICE,default-ice,78381,9908,2022-06,2026-08
FIAT,CRONOS DRIVE 1.3 GSE CVT BZ,Whole,ICE,default-ice,13908,3801,2022-08,2026-08
FIAT,CRONOS DRIVE 1.3 MT,Whole,ICE,default-ice,72373,2,2018-01,2026-06
FIAT,CRONOS DRIVE PLUS,Whole,ICE,default-ice,714,714,2026-07,2026-08
FIAT,CRONOS LIKE 1.3 GSE BZ,Whole,ICE,default-ice,13973,4004,2023-03,2026-08
FIAT,CRONOS PRECISION 1.3 GSE CVT BZ,Whole,ICE,default-ice,18378,3586,2022-08,2026-08
FIAT,CRONOS PRECISION 1.8 AT,Whole,ICE,default-ice,7194,1,2018-01,2026-04
FIAT,CRONOS PRECISION 1.8 MT,Whole,ICE,default-ice,21581,0,2018-01,2024-07
FIAT,CRONOS STILE 1.3 GSE BZ,Whole,ICE,default-ice,7574,7,2023-03,2026-08
FIAT,DINO,Whole,ICE,default-ice,2,0,2022-01,2022-01
FIAT,DOBLO 1.4 16V ACTIVE,Whole,ICE,default-ice,1,0,2019-05,2019-05
FIAT,DOBLO 1.9D,Whole,ICE,default-ice,1,0,2018-09,2018-09
FIAT,DOBLO MULTIJET,Whole,ICE,default-ice,1,0,2018-03,2018-03
FIAT,DUCATO 120 MULTIJET,Whole,ICE,default-ice,1,0,2023-12,2023-12
FIAT,FASTBACK ABARTH TURBO 270 AT6,Whole,ICE,default-ice,1392,480,2024-04,2026-08
FIAT,FASTBACK TURBO 270 AT,Whole,ICE,default-ice,8955,2947,2023-12,2026-08
FIAT,FIAT 500 ABARTH,Whole,ICE,default-ice,1,1,2025-10,2025-10
FIAT,FIORINO QUBO 1.3 TREKKING,Whole,ICE,default-ice,1,0,2018-06,2018-06
FIAT,GRAND SIENA ATTRACTIVE 1.4 8V,Whole,ICE,default-ice,624,0,2018-01,2022-01
FIAT,GRAND SIENA ESSENCE 1.6 16V,Whole,ICE,default-ice,41,0,2018-01,2018-12
FIAT,IDEA 1.9 JTD,Whole,ICE,default-ice,1,0,2018-01,2018-01
FIAT,IDEA ADVENTURE 1.6 16V,Whole,ICE,default-ice,13,0,2018-01,2018-10
FIAT,IDEA ATTRACTIVE 1.4 8V,Whole,ICE,default-ice,11,0,2018-01,2018-11
FIAT,LINEA 1.9 16V,Whole,ICE,default-ice,1,0,2018-01,2018-01
FIAT,LINEA ABSOLUTE 1.8 16V,Whole,ICE,default-ice,10,0,2018-01,2021-04
FIAT,LINEA HLX 1.8 16V,Whole,ICE,default-ice,10,0,2018-01,2023-03
FIAT,MAREA SX 1.6 MPI 16V,Whole,ICE,default-ice,1,0,2020-01,2020-01
FIAT,MOBI 1.0 8V EASY,Whole,ICE,default-ice,13275,1,2018-01,2026-04
FIAT,MOBI 1.0 8V WAY,Whole,ICE,default-ice,8078,0,2018-01,2023-05
FIAT,MOBI LIKE 1.0,Whole,ICE,default-ice,3622,0,2021-07,2025-03
FIAT,MOBI TREKKING 1.0,Whole,ICE,default-ice,10144,2487,2023-09,2026-08
FIAT,MOBI TREKKING 1.0 MT,Whole,ICE,default-ice,37,37,2026-08,2026-08
FIAT,PALIO (326) ATTRACTIVE 5P 1.4 8V,Whole,ICE,default-ice,8493,0,2018-01,2023-11
FIAT,PALIO (326) ESSENCE 5P 1.6 16V,Whole,ICE,default-ice,10,0,2018-04,2022-03
FIAT,PALIO 1.4 FIRE,Whole,ICE,default-ice,1,0,2021-11,2021-11
FIAT,PALIO 1.8R,Whole,ICE,default-ice,1,0,2019-07,2019-07
FIAT,PALIO ADVENTURE,Whole,ICE,default-ice,1,0,2024-08,2024-08
FIAT,PALIO ELX 16V,Whole,ICE,default-ice,1,0,2023-03,2023-03
FIAT,PALIO EX FIRE 16V,Whole,ICE,default-ice,1,0,2021-11,2021-11
FIAT,PALIO FIRE,Whole,ICE,default-ice,1,0,2022-09,2022-09
FIAT,PALIO FIRE 1.4,Whole,ICE,default-ice,170,0,2018-01,2021-08
FIAT,PALIO FIRE 1.4 5P,Whole,ICE,default-ice,38,0,2018-01,2025-02
FIAT,PALIO FIRE 5P 1.4 8V BENZ EOBD,Whole,ICE,default-ice,1,0,2018-08,2018-08
FIAT,PALIO WEEKEND ADVENTURE,Whole,ICE,default-ice,1,0,2019-11,2019-11
FIAT,PALIO WEEKEND ATTRACTIVE 1.4 8V,Whole,ICE,default-ice,1,0,2019-01,2019-01
FIAT,PALIO WEEKEND STILE 1.6 16V MPI,Whole,ICE,default-ice,1,0,2018-09,2018-09
FIAT,PANDA,Whole,ICE,default-ice,3,1,2019-10,2026-06
FIAT,PULSE ABARTH T270 AT6,Whole,ICE,default-ice,1671,630,2023-11,2026-08
FIAT,PULSE AUDACE 1.0T CVT,Whole,ICE,default-ice,2077,503,2022-05,2026-08
FIAT,PULSE DRIVE 1.3 CVT,Whole,ICE,default-ice,4389,1115,2022-03,2026-08
FIAT,PULSE DRIVE 1.3 MT5,Whole,ICE,default-ice,4784,1331,2022-04,2026-08
FIAT,PULSE IMPETUS 1.0T CVT,Whole,ICE,default-ice,4750,1140,2022-02,2026-08
FIAT,PULSE LIKE 1.3 MT5,Whole,ICE,default-ice,3,1,2023-06,2026-02
FIAT,PUNTO 1.2,Whole,ICE,default-ice,1,0,2021-11,2021-11
FIAT,PUNTO ATTRACTIVE 1.4 8V,Whole,ICE,default-ice,74,0,2018-01,2020-01
FIAT,PUNTO ELX 1.4,Whole,ICE,default-ice,2,0,2021-08,2023-02
FIAT,PUNTO ESSENCE 1.6 16V,Whole,ICE,default-ice,4,0,2018-11,2020-01
FIAT,PUNTO EVO,Whole,ICE,default-ice,1,0,2018-11,2018-11
FIAT,PUNTO MULTIJET,Whole,ICE,default-ice,1,0,2018-11,2018-11
FIAT,PUNTO SPORTING 1.6 16V,Whole,ICE,default-ice,4,0,2018-01,2024-11
FIAT,QUBO 1.4 8V ACTIVE,Whole,ICE,default-ice,1,0,2021-04,2021-04
FIAT,QUBO 1.4 8V DYNAMIC,Whole,ICE,default-ice,2,0,2018-04,2018-09
FIAT,QUBO 1.4 8V TREKKING,Whole,ICE,default-ice,1,0,2018-10,2018-10
FIAT,SIENA (F4) EL 1.4 8V,Whole,ICE,default-ice,39,2,2018-01,2026-03
FIAT,SIENA 1.6 EL,Whole,ICE,default-ice,8,0,2018-03,2019-10
FIAT,SIENA CLASS ELX FIRE 16V,Whole,ICE,default-ice,1,0,2025-07,2025-07
FIAT,SIENA EL 1.4,Whole,ICE,default-ice,2844,0,2018-01,2024-03
FIAT,SIENA EL 1.6,Whole,ICE,default-ice,90,0,2018-01,2020-01
FIAT,SIENA FIRE 4P 1.4MPI 8V HP BZ,Whole,ICE,default-ice,2,0,2018-08,2021-11
FIAT,STRADA ADVENTURE 1.6,Pickups,ICE,default-ice,4984,0,2018-01,2022-08
FIAT,STRADA ENDURANCE 1.3 CS,Pickups,ICE,default-ice,1,1,2026-08,2026-08
FIAT,STRADA ENDURANCE 1.4 CD,Pickups,ICE,default-ice,3742,0,2020-07,2024-10
FIAT,STRADA ENDURANCE 1.4 CS,Pickups,ICE,default-ice,709,0,2020-07,2024-03
FIAT,STRADA FREEDOM 1.3 CD,Pickups,ICE,default-ice,10217,3772,2024-02,2026-08
FIAT,STRADA FREEDOM 1.3 CS,Pickups,ICE,default-ice,682,415,2025-03,2026-08
FIAT,STRADA FREEDOM 1.4 CD,Pickups,ICE,default-ice,2494,0,2020-07,2024-11
FIAT,STRADA FREEDOM TECH 1.4 CD,Pickups,ICE,default-ice,128,0,2023-07,2025-04
FIAT,STRADA RANCH 1.3 CVT,Pickups,ICE,default-ice,199,0,2022-12,2024-11
FIAT,STRADA RANCH 1.3 CVT CD,Pickups,ICE,default-ice,147,0,2024-02,2024-11
FIAT,STRADA RANCH T200 CVT,Pickups,ICE,default-ice,785,446,2024-08,2026-08
FIAT,STRADA TREKKING 1.3 16V JTD,Pickups,ICE,default-ice,409,0,2018-01,2020-06
FIAT,STRADA ULTRA T200 CVT,Pickups,ICE,default-ice,908,404,2024-04,2026-08
FIAT,STRADA VOLCANO 1.3 CD,Pickups,ICE,default-ice,3462,0,2020-07,2024-05
FIAT,STRADA VOLCANO 1.3 CVT,Pickups,ICE,default-ice,4158,1611,2022-11,2026-08
FIAT,STRADA WORKING 1.4,Pickups,ICE,default-ice,1260,0,2018-01,2024-11
FIAT,STRADA WORKING 1.4 8V,Pickups,ICE,default-ice,3321,0,2018-01,2022-01
FIAT,TIPO EASY 1.6 AT6,Whole,ICE,default-ice,758,0,2018-01,2022-12
FIAT,TIPO POP 1.6 AT6,Whole,ICE,default-ice,355,0,2018-01,2023-01
FIAT,TITANO ENDURANCE MT,Pickups,ICE,default-ice,250,250,2025-09,2026-08
FIAT,TITANO ENDURANCE MT 4WD,Pickups,ICE,default-ice,866,832,2025-07,2026-08
FIAT,TITANO FREEDOM MT 4WD,Pickups,ICE,default-ice,961,961,2025-09,2026-08
FIAT,TITANO FREEDOM PLUS AT8 AWD,Pickups,ICE,default-ice,1133,1046,2025-06,2026-08
FIAT,TITANO RANCH AT8 AWD,Pickups,ICE,default-ice,1570,1427,2025-06,2026-08
FIAT,TORO ENDURANCE 2.0 AT9 4WD,Pickups,ICE,default-ice,2,0,2021-06,2022-06
FIAT,TORO FREEDOM 1.3T AT6 4X2,Pickups,ICE,default-ice,1549,1549,2026-01,2026-08
FIAT,TORO FREEDOM 1.3T CD AT6 4X2,Pickups,ICE,default-ice,5280,1540,2024-09,2026-07
FIAT,TORO FREEDOM 1.8 16V 4X2 AT6,Pickups,ICE,default-ice,12063,0,2018-10,2024-02
FIAT,TORO FREEDOM 1.8 CD AT6 4X2,Pickups,ICE,default-ice,6204,6,2021-08,2026-04
FIAT,TORO FREEDOM 2.0 16V 4X2,Pickups,ICE,default-ice,810,0,2018-01,2023-09
FIAT,TORO FREEDOM 2.0 16V 4X4,Pickups,ICE,default-ice,999,0,2018-01,2022-10
FIAT,TORO FREEDOM 2.0 16V 4X4 AT9,Pickups,ICE,default-ice,4363,0,2018-01,2022-07
FIAT,TORO FREEDOM 2.0 CD AT9 4X4,Pickups,ICE,default-ice,1326,1,2021-08,2026-07
FIAT,TORO FREEDOM SD 1.8 CD AT6 4X2,Pickups,ICE,default-ice,621,2,2023-07,2026-06
FIAT,TORO RANCH 2.0 AT9 4WD,Pickups,ICE,default-ice,989,0,2020-01,2022-11
FIAT,TORO RANCH 2.0 CD AT9 4X4,Pickups,ICE,default-ice,54,1,2022-08,2025-09
FIAT,TORO ULTRA 1.3T CD AT6 4X2,Pickups,ICE,default-ice,3,3,2025-09,2025-09
FIAT,TORO ULTRA 2.0 CD AT9 4X4,Pickups,ICE,default-ice,370,0,2021-08,2025-04
FIAT,TORO VOLCANO 1.3T AT6 4X2,Pickups,ICE,default-ice,916,916,2026-01,2026-08
FIAT,TORO VOLCANO 1.3T CD AT6 4X2,Pickups,ICE,default-ice,3630,859,2021-10,2026-07
FIAT,TORO VOLCANO 2.0 16V 4X4,Pickups,ICE,default-ice,4734,0,2018-01,2023-01
FIAT,TORO VOLCANO 2.0 CD AT9 4X4,Pickups,ICE,default-ice,3154,207,2021-08,2026-06
FIAT,TORO VOLCANO 2.2TD AT9 4X4,Pickups,ICE,default-ice,481,481,2026-01,2026-08
FIAT,ULYSSE,Whole,ICE,default-ice,1,0,2023-05,2023-05
FIAT,UNO 1.4 8V,Whole,ICE,default-ice,2,0,2022-06,2022-07
FIAT,UNO 60 S,Whole,ICE,default-ice,1,0,2018-10,2018-10
FIAT,UNO FIRE 1242 MPI 8V,Whole,ICE,default-ice,3,0,2019-04,2023-04
FIAT,UNO S 1.3,Whole,ICE,default-ice,3,0,2018-10,2018-10
FIAT,UNO TURBO 1.3 IE,Whole,ICE,default-ice,1,0,2018-10,2018-10
FIAT,UNO WAY 1.3,Whole,ICE,default-ice,2407,0,2018-09,2023-05
FIAT,UNO WAY 1.4,Whole,ICE,default-ice,1,0,2020-02,2020-02
FIAT,UNO WAY 1.4 8V,Whole,ICE,default-ice,1,0,2021-04,2021-04
FIAT,WEEKEND ADVENTURE 1.6 16V,Whole,ICE,default-ice,425,0,2018-01,2020-08
FORD,BRONCO,Whole,ICE,default-ice,8,7,2021-12,2026-04
FORD,BRONCO BADLANDS 2.7L V6 4X4 AT,Whole,ICE,default-ice,192,167,2025-07,2026-08
FORD,BRONCO EDDIE BAUER,Whole,ICE,default-ice,1,1,2025-11,2025-11
FORD,BRONCO EXPLORER,Whole,ICE,default-ice,1,1,2026-04,2026-04
FORD,BRONCO SPORT BADLANDS 2.0L,Whole,ICE,default-ice,3706,2526,2025-03,2026-08
FORD,BRONCO SPORT BIG BEND 1.5L,Whole,ICE,default-ice,1948,272,2021-01,2026-08
FORD,BRONCO SPORT WILDTRAK 2.0L,Whole,ICE,default-ice,3494,2,2021-01,2025-11
FORD,BRONCO WILDTRAK,Whole,ICE,default-ice,98,1,2024-05,2025-11
FORD,BRONCO XLT,Whole,ICE,default-ice,4,1,2021-01,2026-04
FORD,C-MAX 1.6,Whole,ICE,default-ice,1,1,2026-06,2026-06
FORD,C-MAX ENERGI,Whole,ICE,default-ice,1,0,2018-01,2018-01
FORD,CLENET,Whole,ICE,default-ice,1,0,2025-08,2025-08
FORD,E-150,Whole,ICE,default-ice,1,0,2022-12,2022-12
FORD,ECOSPORT 1.5,Whole,ICE,default-ice,1,0,2022-08,2022-08
FORD,ECOSPORT 1.5L FREESTYLE 4X2 AT,Whole,ICE,default-ice,4,0,2021-07,2021-07
FORD,ECOSPORT 1.6 L 4X2 XL PLUS,Whole,ICE,default-ice,4,1,2018-11,2026-02
FORD,ECOSPORT 2.0,Whole,ICE,default-ice,1,0,2022-05,2022-05
FORD,ECOSPORT 2.0 L 4X2 XLT,Whole,ICE,default-ice,1,0,2019-06,2019-06
FORD,ECOSPORT 2.0 TREND,Whole,ICE,default-ice,1,0,2025-08,2025-08
FORD,ECOSPORT 2.0L XLS 4X2,Whole,ICE,default-ice,1,0,2021-09,2021-09
FORD,ECOSPORT FREESTYLE 1.5L MT N,Whole,ICE,default-ice,6531,0,2018-01,2022-07
FORD,ECOSPORT FREESTYLE 1.6L MT N,Whole,ICE,default-ice,6,0,2018-01,2021-10
FORD,ECOSPORT FREESTYLE 2.0L AT N 4WD,Whole,ICE,default-ice,636,0,2018-01,2021-08
FORD,ECOSPORT FREESTYLE 2.0L MT N 4WD,Whole,ICE,default-ice,7,0,2018-01,2019-07
FORD,ECOSPORT PLUS 15 1.0 125CV ECOBOOST,Whole,ICE,default-ice,1,0,2023-03,2023-03
FORD,ECOSPORT S 1.5L MT N,Whole,ICE,default-ice,4495,0,2018-01,2022-08
FORD,ECOSPORT S 1.5L TDCI MT,Whole,ICE,default-ice,1,0,2018-05,2018-05
FORD,ECOSPORT S 1.6L MT N,Whole,ICE,default-ice,47,1,2018-01,2026-01
FORD,ECOSPORT SE 1.5L AT N,Whole,ICE,default-ice,2661,0,2018-01,2023-04
FORD,ECOSPORT SE 1.5L DSL MT,Whole,ICE,default-ice,477,0,2018-01,2021-06
FORD,ECOSPORT SE 1.5L MT N,Whole,ICE,default-ice,16148,0,2018-01,2025-07
FORD,ECOSPORT SE 1.6L MT N,Whole,ICE,default-ice,18,0,2018-01,2024-11
FORD,ECOSPORT SE 2.0L AT N,Whole,ICE,default-ice,624,0,2018-01,2021-11
FORD,ECOSPORT STORM 2.0L AT,Whole,ICE,default-ice,535,0,2018-12,2021-11
FORD,ECOSPORT TITANIUM 1.5L AT N,Whole,ICE,default-ice,3652,0,2018-01,2024-11
FORD,ECOSPORT TITANIUM 1.5L MT N,Whole,ICE,default-ice,6298,0,2018-01,2024-11
FORD,ECOSPORT TITANIUM 1.6L MT N,Whole,ICE,default-ice,9,0,2018-01,2019-08
FORD,ECOSPORT TITANIUM 2.0L AT N,Whole,ICE,default-ice,2445,0,2018-01,2021-11
FORD,ECOSPORT TITANIUM 2.0L AT POWERSHIFT N 5P,Whole,ICE,default-ice,6,0,2018-01,2018-11
FORD,ECOSPORT TITANIUM 2.0L MT N,Whole,ICE,default-ice,1,0,2018-04,2018-04
FORD,EDGE,Whole,ICE,default-ice,1,0,2019-06,2019-06
FORD,EDGE SEL 3.5 A/T,Whole,ICE,default-ice,1,0,2022-09,2022-09
FORD,ESCAPE,Whole,ICE,default-ice,5,1,2018-01,2026-04
FORD,ESCAPE 2.0 ECOBOOST A/T,Whole,ICE,default-ice,1,0,2021-08,2021-08
FORD,ESCAPE 2.0 SE,Whole,ICE,default-ice,2,0,2018-01,2025-01
FORD,ESCAPE SE,Whole,ICE,default-ice,3,1,2018-02,2026-07
FORD,ESCAPE TITANIUM,Whole,ICE,default-ice,1,0,2019-06,2019-06
FORD,ESCAPE XLS 4X4,Whole,ICE,default-ice,1,0,2018-09,2018-09
FORD,ESCAPE XLT,Whole,ICE,default-ice,1,0,2020-05,2020-05
FORD,ESCORT,Whole,ICE,default-ice,1,0,2018-01,2018-01
FORD,ESCORT 1.6,Whole,ICE,default-ice,1,0,2018-07,2018-07
FORD,"ESCORT LX - 1,6 L",Whole,ICE,default-ice,1,0,2024-09,2024-09
FORD,EVEREST ACTIVE,Whole,ICE,default-ice,127,7,2025-02,2025-11
FORD,EVEREST TITANIUM,Whole,ICE,default-ice,2353,1777,2025-02,2026-08
FORD,EXCURSION LIMITED,Whole,ICE,default-ice,1,0,2020-12,2020-12
FORD,EXCURSION LIMITED 4X4,Whole,ICE,default-ice,1,1,2026-04,2026-04
FORD,EXCURSION XLT,Whole,ICE,default-ice,1,0,2019-01,2019-01
FORD,EXPEDITION E B 5.4 AT,Whole,ICE,default-ice,1,0,2024-05,2024-05
FORD,EXPEDITION EDDIE BAUER 4WD 5.4 AUT,Whole,ICE,default-ice,1,0,2023-12,2023-12
FORD,EXPEDITION LIMITED,Whole,ICE,default-ice,1,0,2019-09,2019-09
FORD,EXPEDITION XLT,Whole,ICE,default-ice,1,0,2018-01,2018-01
FORD,EXPLORER,Whole,ICE,default-ice,5,1,2019-07,2026-07
FORD,EXPLORER ADVANCETRAC RSC EDDIE B,Whole,ICE,default-ice,1,0,2020-01,2020-01
FORD,EXPLORER EDDIE BAUER,Whole,ICE,default-ice,1,0,2021-08,2021-08
FORD,EXPLORER LIMITED,Whole,ICE,default-ice,3,2,2024-08,2026-06
FORD,EXPLORER XLT,Whole,ICE,default-ice,5,1,2018-06,2026-02
FORD,F 150,Pickups,ICE,default-ice,7,1,2019-05,2026-05
FORD,F 150 LARIAT LUXURY 3.0L V6 DIESEL 4X4 AT,Pickups,ICE,default-ice,1,0,2021-12,2021-12
FORD,F 150 XL,Pickups,ICE,default-ice,3,0,2021-11,2025-06
FORD,F 150 XLT 5.4 TRITON 4X4,Pickups,ICE,default-ice,1,1,2025-10,2025-10
FORD,F 250 SUPER DUTY,Pickups,ICE,default-ice,2,0,2018-07,2019-09
FORD,F 250 SUPER DUTY XLT,Pickups,ICE,default-ice,1,0,2021-11,2021-11
FORD,F 250 XLT LARIAT (CAB. SIMPLE),Pickups,ICE,default-ice,1,0,2021-01,2021-01
FORD,F 250 XLT LARIAT (CAB. Y MEDIA),Pickups,ICE,default-ice,1,0,2019-08,2019-08
FORD,F 350,Pickups,ICE,default-ice,1,0,2019-10,2019-10
FORD,F 350 XL SUPER DUTY 4X4,Pickups,ICE,default-ice,1,0,2024-08,2024-08
FORD,F-100,Pickups,ICE,default-ice,1,0,2021-04,2021-04
FORD,F-100 4X2,Pickups,ICE,default-ice,1,0,2024-09,2024-09
FORD,F-100 XL DIESEL,Pickups,ICE,default-ice,1,0,2020-07,2020-07
FORD,F-150 LARIAT LUXURY 3.5L V6 HIBRIDA 4X4 AT,Pickups,HEV,hev-token,607,216,2021-12,2026-08
FORD,F-150 LARIAT LUXURY 5.0L V8 4X4 AT,Pickups,ICE,default-ice,710,0,2020-02,2024-02
FORD,F-150 RAPTOR 3.5L V6 ECOBOOST 4X4 AT,Pickups,ICE,default-ice,2230,565,2020-02,2026-08
FORD,F-150 SUPER CREW PLATINUM 4WD,Pickups,ICE,default-ice,1,0,2022-08,2022-08
FORD,F-150 SVT RAPTOR,Pickups,ICE,default-ice,1,0,2021-11,2021-11
FORD,F-150 TREMOR 5.0L V8 4X4 AT,Pickups,ICE,default-ice,595,322,2024-11,2026-08
FORD,F-150 XLT,Pickups,ICE,default-ice,2,1,2024-04,2026-06
FORD,F-150 XLT TRITON V8,Pickups,ICE,default-ice,1,0,2018-04,2018-04
FORD,F-250,Pickups,ICE,default-ice,1,1,2026-03,2026-03
FORD,F-350 XLT LARIAT,Pickups,ICE,default-ice,1,0,2019-10,2019-10
FORD,F1,Pickups,ICE,default-ice,1,1,2026-08,2026-08
FORD,F100 XLT,Pickups,ICE,default-ice,1,0,2021-05,2021-05
FORD,F150 CUSTOM,Pickups,ICE,default-ice,1,0,2019-07,2019-07
FORD,F150 HARLEY DAVIDSON,Pickups,ICE,default-ice,1,1,2026-03,2026-03
FORD,F150 LARIAT 4X4,Pickups,ICE,default-ice,1,1,2026-06,2026-06
FORD,F150 STX 4X4,Pickups,ICE,default-ice,1,0,2024-08,2024-08
FORD,F150 TRITON V8 LARIAT SUPER CREW,Pickups,ICE,default-ice,1,0,2019-03,2019-03
FORD,F150 XLT,Pickups,ICE,default-ice,2,0,2018-05,2021-04
FORD,F150 XLT TRITON 4X4,Pickups,ICE,default-ice,1,0,2021-06,2021-06
FORD,F250,Pickups,ICE,default-ice,1,0,2022-10,2022-10
FORD,F350 LARIAT SUPER DUTY POWER STROKE DIESEL V8 4X4,Pickups,ICE,default-ice,1,0,2024-07,2024-07
FORD,F350 SUPER DUTY POWER STROKE V8,Pickups,ICE,default-ice,1,0,2018-06,2018-06
FORD,F350 XLT SUPER DUTY POWER STROKE,Pickups,ICE,default-ice,1,0,2021-06,2021-06
FORD,FALCON,Whole,ICE,default-ice,2,0,2018-12,2021-06
FORD,FALCON STANDARD,Whole,ICE,default-ice,1,0,2022-11,2022-11
FORD,FIESTA,Whole,ICE,default-ice,6,1,2018-04,2026-04
FORD,FIESTA 1.4 TDCI,Whole,ICE,default-ice,1,0,2018-05,2018-05
FORD,FIESTA 1.6L AMBIENTE PLUS,Whole,ICE,default-ice,1,0,2025-08,2025-08
FORD,FIESTA 1.6L S,Whole,ICE,default-ice,294,1,2018-01,2026-03
FORD,FIESTA 1.6L S PLUS,Whole,ICE,default-ice,5046,0,2018-01,2023-10
FORD,FIESTA 1.6L SE,Whole,ICE,default-ice,6492,2,2018-01,2026-05
