brand,model,scope,class,rule,units_total,units_last_12m,first_seen,last_seen
MITSUBISHI,MONTERO GLS,Whole,ICE,default-ice,1,0,2019-10,2019-10
MITSUBISHI,MONTERO SPORT 2.5 TDI GLS PLUS,Whole,ICE,default-ice,1,0,2022-05,2022-05
MITSUBISHI,MONTERO SPORT GLS,Whole,ICE,default-ice,1,0,2018-08,2018-08
MITSUBISHI,MONTERO TURBO D,Whole,ICE,default-ice,1,1,2026-08,2026-08
MITSUBISHI,OUTLANDER,Whole,ICE,default-ice,148,1,2018-01,2026-01
MITSUBISHI,OUTLANDER 2.0 AT,Whole,ICE,default-ice,1,0,2023-10,2023-10
MITSUBISHI,OUTLANDER 3.0 AUTOMATICO,Whole,ICE,default-ice,2,0,2018-01,2018-09
MITSUBISHI,OUTLANDER 4WD,Whole,ICE,default-ice,314,190,2025-01,2026-08
MITSUBISHI,OUTLANDER GLS,Whole,ICE,default-ice,1,0,2018-03,2018-03
MITSUBISHI,OUTLANDER SPORT,Whole,ICE,default-ice,4,0,2018-03,2023-06
MITSUBISHI,PAJERO,Whole,ICE,default-ice,3,0,2018-10,2022-12
MITSUBISHI,PAJERO EVOLUTION,Whole,ICE,default-ice,1,0,2024-10,2024-10
MITSUBISHI,PAJERO TR4 FLEX,Whole,ICE,default-ice,1,0,2024-04,2024-04
MITSUBISHI,SPACE WAGON,Whole,ICE,default-ice,1,0,2019-08,2019-08
MORGAN,2D PLUS 4,Whole,ICE,default-ice,2,0,2020-12,2021-03
MORRIS,MINI 850 L,Whole,ICE,default-ice,1,0,2021-01,2021-01
NISSAN,200 SX,Whole,ICE,default-ice,1,0,2019-04,2019-04
NISSAN,2000,Pickups,ICE,default-ice,1,0,2024-09,2024-09
NISSAN,300 ZX,Whole,ICE,default-ice,2,0,2021-01,2025-01
NISSAN,350Z 3.5L,Whole,ICE,default-ice,1,0,2020-11,2020-11
NISSAN,370Z A/T,Whole,ICE,default-ice,2,0,2018-01,2019-05
NISSAN,400 Z,Whole,ICE,default-ice,1,0,2025-08,2025-08
NISSAN,ALTIMA 2.5 S,Whole,ICE,default-ice,1,0,2018-01,2018-01
NISSAN,FIGALO,Whole,ICE,default-ice,1,0,2022-09,2022-09
NISSAN,FRONTIER 3.0 DI 4X4 TURBO DIESEL,Pickups,ICE,default-ice,1,0,2024-01,2024-01
NISSAN,FRONTIER CD LE 2.3 D 4X2 MT,Pickups,ICE,default-ice,309,0,2018-10,2020-10
NISSAN,FRONTIER CD LE 2.3 D 4X4 AT,Pickups,ICE,default-ice,2990,0,2018-10,2025-05
NISSAN,FRONTIER CD LE 2.3 D 4X4 MT,Pickups,ICE,default-ice,631,0,2018-10,2022-08
NISSAN,FRONTIER CD S 2.3 D 4X2 MT,Pickups,ICE,default-ice,2369,0,2019-04,2025-07
NISSAN,FRONTIER CD S 2.3 D 4X4 MT,Pickups,ICE,default-ice,2430,0,2018-12,2022-10
NISSAN,FRONTIER CD SE 2.3 D 4X2 MT,Pickups,ICE,default-ice,321,0,2018-12,2021-01
NISSAN,FRONTIER CD SE 2.3 D 4X4 MT,Pickups,ICE,default-ice,562,0,2018-11,2022-09
NISSAN,FRONTIER CD X-GEAR 2.3 D 4X2 AT,Pickups,ICE,default-ice,1288,0,2020-09,2022-10
NISSAN,FRONTIER CD X-GEAR 2.3 D 4X4 AT,Pickups,ICE,default-ice,1490,0,2020-09,2025-04
NISSAN,FRONTIER CD X-GEAR PLUS 2.3D 4X4 AT,Pickups,ICE,default-ice,246,1,2021-10,2025-09
NISSAN,FRONTIER CD XE 2.3 D 4X2 MT,Pickups,ICE,default-ice,1295,0,2018-11,2023-07
NISSAN,FRONTIER CD XE 2.3 D 4X4 MT,Pickups,ICE,default-ice,1105,0,2018-10,2025-07
NISSAN,FRONTIER LE 4WD 6MT,Pickups,ICE,default-ice,1,0,2019-10,2019-10
NISSAN,FRONTIER PLATINUM 4X2 AT 2.3 D CD,Pickups,ICE,default-ice,564,0,2022-05,2025-03
NISSAN,FRONTIER PLATINUM 4X4 AT 2.3 D CD,Pickups,ICE,default-ice,3039,376,2022-05,2026-07
NISSAN,FRONTIER PRO4X 4X4 AT 2.3 D CD,Pickups,ICE,default-ice,4040,615,2022-05,2026-07
NISSAN,FRONTIER S 4X2 AT 2.3 D CD,Pickups,ICE,default-ice,3002,173,2022-05,2026-08
NISSAN,FRONTIER S 4X2 MT 2.3 D CD,Pickups,ICE,default-ice,5819,558,2022-05,2026-08
NISSAN,FRONTIER S 4X4 MT 2.3 D CD,Pickups,ICE,default-ice,6491,382,2022-05,2026-08
NISSAN,FRONTIER SE 4.0,Pickups,ICE,default-ice,1,1,2026-08,2026-08
NISSAN,FRONTIER SE PLUS 4X2 DIESEL,Pickups,ICE,default-ice,1340,0,2018-03,2020-09
NISSAN,FRONTIER X-GEAR 4X4 AT 2.3 D CD,Pickups,ICE,default-ice,6358,1523,2022-05,2026-08
NISSAN,FRONTIER XE 4X2 AT 2.3 D CD,Pickups,ICE,default-ice,1194,16,2022-05,2026-05
NISSAN,FRONTIER XE 4X2 MT 2.3 D CD,Pickups,ICE,default-ice,1048,36,2022-05,2026-08
NISSAN,FRONTIER XE 4X4 MT 2.3 D CD,Pickups,ICE,default-ice,1245,0,2022-05,2025-07
NISSAN,GT-R,Whole,ICE,default-ice,7,0,2018-02,2025-07
NISSAN,JUKE,Whole,ICE,default-ice,3,1,2018-10,2026-03
NISSAN,KAIT 1.6 ADVANCE CVT,Whole,ICE,default-ice,432,432,2026-05,2026-08
NISSAN,KAIT 1.6 EXCLUSIVE CVT,Whole,ICE,default-ice,130,130,2026-05,2026-08
NISSAN,KAIT 1.6 SENSE CVT,Whole,ICE,default-ice,646,646,2026-05,2026-08
NISSAN,KICKS 1.6,Whole,ICE,default-ice,2,2,2026-04,2026-06
NISSAN,KICKS 1.6 ADVANCE CVT,Whole,ICE,default-ice,4367,0,2021-04,2025-05
NISSAN,KICKS 1.6 ADVANCE CVT PLUS,Whole,ICE,default-ice,2306,0,2021-04,2025-07
NISSAN,KICKS 1.6 ADVANCE MT,Whole,ICE,default-ice,1048,1,2021-04,2025-10
NISSAN,KICKS 1.6 AT,Whole,ICE,default-ice,5,3,2025-08,2026-06
NISSAN,KICKS 1.6 EXCLUSIVE CVT,Whole,ICE,default-ice,5057,3,2021-04,2025-10
NISSAN,KICKS 1.6 EXCLUSIVE CVT BT,Whole,ICE,default-ice,320,0,2021-06,2025-07
NISSAN,KICKS 1.6 SENSE MT,Whole,ICE,default-ice,3792,2,2021-04,2026-04
NISSAN,KICKS ADVANCE CVT,Whole,ICE,default-ice,2589,0,2018-01,2023-02
NISSAN,KICKS ADVANCE CVT F2,Whole,ICE,default-ice,2822,0,2018-01,2021-02
NISSAN,KICKS ADVANCE CVT UCL,Whole,ICE,default-ice,399,0,2019-03,2020-07
NISSAN,KICKS ADVANCE CVT UCL 2,Whole,ICE,default-ice,201,0,2020-03,2021-03
NISSAN,KICKS ADVANCE DCT 1.0T,Whole,ICE,default-ice,91,91,2026-01,2026-08
NISSAN,KICKS ADVANCE MT,Whole,ICE,default-ice,1403,0,2018-01,2021-11
NISSAN,KICKS ADVANCE MT F2,Whole,ICE,default-ice,947,0,2018-01,2020-06
NISSAN,KICKS EXCLUSIVE CVT,Whole,ICE,default-ice,3084,0,2018-01,2021-08
NISSAN,KICKS EXCLUSIVE CVT BT,Whole,ICE,default-ice,428,0,2019-06,2021-06
NISSAN,KICKS EXCLUSIVE CVT BT F2,Whole,ICE,default-ice,302,0,2018-05,2019-11
NISSAN,KICKS EXCLUSIVE CVT F2,Whole,ICE,default-ice,2573,0,2018-01,2019-11
NISSAN,KICKS EXCLUSIVE DCT 1.0T,Whole,ICE,default-ice,806,806,2026-01,2026-08
NISSAN,KICKS PLAY 1.6 ADVANCE CVT,Whole,ICE,default-ice,1546,850,2025-04,2026-08
NISSAN,KICKS PLAY 1.6 ADVANCE CVT PLUS,Whole,ICE,default-ice,1042,646,2025-04,2026-08
NISSAN,KICKS PLAY 1.6 EXCLUSIVE CVT,Whole,ICE,default-ice,982,230,2025-04,2026-07
NISSAN,KICKS PLAY 1.6 SENSE MT,Whole,ICE,default-ice,2270,1461,2025-04,2026-08
NISSAN,KICKS SENSE DCT 1.0T,Whole,ICE,default-ice,561,561,2026-01,2026-08
NISSAN,KICKS SENSE MT,Whole,ICE,default-ice,1572,0,2019-06,2022-04
NISSAN,KICKS SENSE MT F2,Whole,ICE,default-ice,1024,0,2018-03,2019-12
NISSAN,KICKS SPECIAL EDITION CVT,Whole,ICE,default-ice,200,0,2019-10,2020-10
NISSAN,KICKS SPECIAL EDITION CVT F2,Whole,ICE,default-ice,404,0,2018-01,2019-04
NISSAN,KICKS X-PLAY,Whole,ICE,default-ice,900,0,2021-10,2025-03
NISSAN,L-BF22 (UNIDAD DE RESCATE),Pickups,ICE,default-ice,2,0,2019-04,2019-04
NISSAN,LEAF SV,Whole,BEV,bev-nissan,1,0,2023-04,2023-04
NISSAN,LEAF TEKNA,Whole,BEV,bev-nissan,85,3,2019-08,2025-10
NISSAN,MARCH,Whole,ICE,default-ice,2,0,2022-09,2025-07
NISSAN,MARCH 16SV,Whole,ICE,default-ice,1,0,2025-08,2025-08
NISSAN,MARCH ACTIVE MT,Whole,ICE,default-ice,1132,0,2019-07,2021-11
NISSAN,MARCH ACTIVE PURE DRIVE F2,Whole,ICE,default-ice,3319,0,2018-01,2023-02
NISSAN,MARCH ADVANCE AT,Whole,ICE,default-ice,608,0,2019-07,2021-02
NISSAN,MARCH ADVANCE MEDIA-TECH AT PURE DRIVE F2,Whole,ICE,default-ice,1860,0,2018-01,2020-08
NISSAN,MARCH ADVANCE MEDIA-TECH PURE DRIVE,Whole,ICE,default-ice,1,0,2018-06,2018-06
NISSAN,MARCH ADVANCE MT,Whole,ICE,default-ice,397,0,2019-07,2022-10
NISSAN,MARCH ADVANCE PURE DRIVE,Whole,ICE,default-ice,1,0,2023-04,2023-04
NISSAN,MARCH ADVANCE PURE DRIVE F2,Whole,ICE,default-ice,1570,0,2018-01,2021-01
NISSAN,MARCH SENSE AT,Whole,ICE,default-ice,407,0,2019-08,2021-03
NISSAN,MARCH SENSE MT,Whole,ICE,default-ice,207,0,2019-07,2020-09
NISSAN,MARCH SENSE PURE DRIVE F2,Whole,ICE,default-ice,1234,0,2018-01,2020-09
NISSAN,MICRA,Whole,ICE,default-ice,2,0,2021-01,2024-06
NISSAN,MURANO,Whole,ICE,default-ice,2,0,2019-01,2019-02
NISSAN,MURANO EXCLUSIVE CVT,Whole,ICE,default-ice,183,0,2018-01,2020-09
NISSAN,MURANO S AWD,Whole,ICE,default-ice,1,0,2019-03,2019-03
NISSAN,MURANO SL,Whole,ICE,default-ice,1,0,2018-01,2018-01
NISSAN,MURANO SL AWD,Whole,ICE,default-ice,1,1,2026-04,2026-04
NISSAN,MURANO SV,Whole,ICE,default-ice,1,0,2024-11,2024-11
NISSAN,MURANO SV AWD,Whole,ICE,default-ice,1,0,2019-11,2019-11
NISSAN,MURANO XTRONIC CVT,Whole,ICE,default-ice,1,0,2021-01,2021-01
NISSAN,NAVARA 4X4,Pickups,ICE,default-ice,1,0,2024-08,2024-08
NISSAN,NEW X TRAIL SENSE 2.5 AUT,Whole,ICE,default-ice,1,0,2021-08,2021-08
NISSAN,NOTE,Whole,ICE,default-ice,3,0,2018-04,2021-09
NISSAN,NOTE ADVANCE CVT,Whole,ICE,default-ice,918,0,2018-05,2020-06
NISSAN,NOTE ADVANCE PURE DRIVE,Whole,ICE,default-ice,127,0,2018-07,2019-12
NISSAN,NOTE EXCLUSIVE CVT PURE DRIVE,Whole,ICE,default-ice,1525,0,2018-01,2020-07
NISSAN,NOTE SENSE CVT,Whole,ICE,default-ice,595,0,2018-09,2020-10
NISSAN,NOTE SENSE PURE DRIVE,Whole,ICE,default-ice,1188,1,2018-01,2026-02
NISSAN,NOTE SR CVT,Whole,ICE,default-ice,470,0,2018-07,2020-07
NISSAN,NP300 FRONTIER LE 4X2 DIESEL,Pickups,ICE,default-ice,473,0,2018-01,2019-05
NISSAN,NP300 FRONTIER LE 4X4 AT DIESEL,Pickups,ICE,default-ice,210,1,2018-01,2026-06
NISSAN,NP300 FRONTIER LE 4X4 DIESEL,Pickups,ICE,default-ice,214,0,2018-01,2019-01
NISSAN,NP300 FRONTIER SE 4X2 DIESEL,Pickups,ICE,default-ice,212,0,2018-01,2018-10
NISSAN,NP300 FRONTIER XE 4X4 DIESEL,Pickups,ICE,default-ice,82,0,2018-01,2021-01
NISSAN,NP300 NAVARA DC,Pickups,ICE,default-ice,1,0,2019-12,2019-12
NISSAN,PATHFINDER,Whole,ICE,default-ice,9,1,2018-04,2025-11
NISSAN,PATHFINDER 3.5 4X4 AUT,Whole,ICE,default-ice,1,0,2022-06,2022-06
NISSAN,PATHFINDER LE 2.5DCI,Whole,ICE,default-ice,1,1,2026-08,2026-08
NISSAN,PATHFINDER LE 4X4,Whole,ICE,default-ice,1,0,2018-09,2018-09
NISSAN,PATHFINDER SE 3.0,Whole,ICE,default-ice,1,0,2018-07,2018-07
NISSAN,PATHFINDER SE 3.5,Whole,ICE,default-ice,1,0,2018-01,2018-01
NISSAN,PATROL,Whole,ICE,default-ice,3,1,2018-08,2025-09
NISSAN,PATROL 4X4,Whole,ICE,default-ice,1,0,2022-08,2022-08
NISSAN,PATROL STATION WAGON,Whole,ICE,default-ice,1,0,2021-09,2021-09
NISSAN,PRIMASTAR,Whole,ICE,default-ice,1,0,2018-06,2018-06
NISSAN,QASHQAI 2.0,Whole,ICE,default-ice,1,0,2020-10,2020-10
NISSAN,QASHQAI 2.0 AUT,Whole,ICE,default-ice,1,0,2023-05,2023-05
NISSAN,QASHQAI SENSE 2.0,Whole,ICE,default-ice,2,1,2019-09,2025-12
NISSAN,QASHQAI XTRONIC CVT,Whole,ICE,default-ice,1,0,2019-01,2019-01
NISSAN,QUEST 3.5 SE,Whole,ICE,default-ice,1,0,2020-01,2020-01
NISSAN,ROGUE,Whole,ICE,default-ice,1,1,2026-01,2026-01
NISSAN,ROGUE SELECT S,Whole,ICE,default-ice,1,0,2023-10,2023-10
NISSAN,ROGUE SPORT,Whole,ICE,default-ice,1,0,2024-12,2024-12
NISSAN,ROGUE SV,Whole,ICE,default-ice,1,0,2023-02,2023-02
NISSAN,SENTRA,Whole,ICE,default-ice,3,1,2018-06,2026-06
NISSAN,SENTRA 2.0 ADVANCE CVT,Whole,ICE,default-ice,1495,206,2020-11,2026-08
NISSAN,SENTRA 2.0 ADVANCE MT,Whole,ICE,default-ice,340,0,2020-11,2023-01
NISSAN,SENTRA 2.0 EXCLUSIVE CVT,Whole,ICE,default-ice,1500,293,2020-11,2026-08
NISSAN,SENTRA 2.0 SR CVT,Whole,ICE,default-ice,1096,109,2020-11,2026-08
NISSAN,SENTRA ADVANCE MT,Whole,ICE,default-ice,111,0,2019-07,2021-04
NISSAN,SENTRA ADVANCE PURE DRIVE,Whole,ICE,default-ice,387,0,2018-01,2020-06
NISSAN,SENTRA EXCLUSIVE CVT,Whole,ICE,default-ice,121,0,2019-07,2020-11
NISSAN,SENTRA EXCLUSIVE CVT PURE DRIVE,Whole,ICE,default-ice,369,0,2018-01,2019-12
NISSAN,SENTRA SENSE,Whole,ICE,default-ice,1,0,2018-07,2018-07
NISSAN,SENTRA SENSE PURE DRIVE,Whole,ICE,default-ice,1,0,2018-08,2018-08
NISSAN,SENTRA SPECIAL EDITION,Whole,ICE,default-ice,1,0,2018-08,2018-08
NISSAN,SENTRA SR CVT,Whole,ICE,default-ice,199,0,2019-06,2021-03
NISSAN,SENTRA SR CVT PURE DRIVE,Whole,ICE,default-ice,131,0,2018-01,2019-03
NISSAN,SENTRA SR PURE DRIVE,Whole,ICE,default-ice,391,0,2018-04,2019-12
NISSAN,SENTRA SV PURE DRIVE,Whole,ICE,default-ice,1,0,2018-12,2018-12
NISSAN,SENTRA XE,Whole,ICE,default-ice,1,0,2018-05,2018-05
NISSAN,SKYLINE,Whole,ICE,default-ice,1,0,2025-05,2025-05
NISSAN,SKYLINE GT-R V-SPEC,Whole,ICE,default-ice,1,1,2025-12,2025-12
NISSAN,SKYLINE GT-R V-SPEC II N1,Whole,ICE,default-ice,1,1,2025-11,2025-11
NISSAN,TERRANO WIDE URBAN,Whole,ICE,default-ice,1,0,2018-04,2018-04
NISSAN,TIIDA,Whole,ICE,default-ice,3,1,2018-10,2026-02
NISSAN,TIIDA 1.5 A/T,Whole,ICE,default-ice,1,0,2018-07,2018-07
NISSAN,TITAN V8 5.6,Pickups,ICE,default-ice,1,1,2026-08,2026-08
NISSAN,TITAN V8 5.6 SE,Pickups,ICE,default-ice,1,0,2019-06,2019-06
NISSAN,VERSA,Whole,ICE,default-ice,2,0,2018-10,2019-04
NISSAN,VERSA 1.6 ADVANCE CVT,Whole,ICE,default-ice,2062,468,2020-09,2026-08
NISSAN,VERSA 1.6 ADVANCE MT,Whole,ICE,default-ice,775,0,2020-09,2024-12
NISSAN,VERSA 1.6 EXCLUSIVE CVT,Whole,ICE,default-ice,2230,475,2020-09,2026-08
NISSAN,VERSA 1.6 MT,Whole,ICE,default-ice,1,0,2025-06,2025-06
NISSAN,VERSA 1.6 SENSE CVT,Whole,ICE,default-ice,808,0,2020-09,2023-06
NISSAN,VERSA 1.6 SENSE MT,Whole,ICE,default-ice,2982,785,2020-09,2026-08
NISSAN,VERSA 1.6 SR CVT,Whole,ICE,default-ice,162,73,2024-03,2026-08
NISSAN,VERSA ADVANCE AT,Whole,ICE,default-ice,192,0,2019-08,2021-02
NISSAN,VERSA ADVANCE AT PURE DRIVE F2,Whole,ICE,default-ice,1182,0,2018-01,2021-09
NISSAN,VERSA ADVANCE MT,Whole,ICE,default-ice,582,0,2019-07,2021-06
NISSAN,VERSA ADVANCE MT PURE DRIVE F2,Whole,ICE,default-ice,1838,0,2018-01,2020-09
NISSAN,VERSA EXCLUSIVE AT,Whole,ICE,default-ice,149,0,2019-07,2021-06
NISSAN,VERSA EXCLUSIVE AT PURE DRIVE,Whole,ICE,default-ice,1,0,2018-03,2018-03
NISSAN,VERSA EXCLUSIVE AT PURE DRIVE F2,Whole,ICE,default-ice,562,0,2018-01,2020-09
NISSAN,VERSA NOTE,Whole,ICE,default-ice,1,0,2018-12,2018-12
NISSAN,VERSA SENSE AT,Whole,ICE,default-ice,458,0,2019-07,2021-06
NISSAN,VERSA SENSE AT PURE DRIVE F2,Whole,ICE,default-ice,967,0,2018-01,2020-11
NISSAN,VERSA SENSE MT,Whole,ICE,default-ice,287,1,2019-07,2026-01
NISSAN,VERSA SENSE MT PURE DRIVE F2,Whole,ICE,default-ice,1432,0,2018-01,2020-08
NISSAN,VERSA V-DRIVE DRIVE MT,Whole,ICE,default-ice,832,0,2020-10,2023-07
NISSAN,VERSA V-DRIVE PLUS AT,Whole,ICE,default-ice,591,0,2020-10,2023-01
NISSAN,X TERRA,Whole,ICE,default-ice,2,0,2018-11,2024-10
NISSAN,X-TERRA XE V6,Whole,ICE,default-ice,1,0,2018-08,2018-08
NISSAN,X-TRAIL,Whole,ICE,default-ice,14,6,2019-04,2026-06
NISSAN,X-TRAIL 2.2 DIESEL,Whole,ICE,default-ice,1,0,2025-02,2025-02
NISSAN,X-TRAIL 2.5 ADVANCE A/T,Whole,ICE,default-ice,1,0,2021-01,2021-01
NISSAN,X-TRAIL 2.5 ADVANCE CVT,Whole,ICE,default-ice,289,289,2025-09,2026-08
NISSAN,X-TRAIL 2.5 AUT,Whole,ICE,default-ice,1,0,2020-10,2020-10
NISSAN,X-TRAIL 2.5 CVT,Whole,ICE,default-ice,1,1,2026-03,2026-03
NISSAN,X-TRAIL 2.5 EXCLUSIVE CVT,Whole,ICE,default-ice,2069,843,2023-07,2026-08
NISSAN,X-TRAIL ADVANCE CVT,Whole,ICE,default-ice,61,0,2021-09,2022-10
NISSAN,X-TRAIL EPOWER EXCLUSIVE CVT,Whole,HEV,hev-token,592,239,2023-07,2026-08
NISSAN,X-TRAIL EXCLUSIVE CVT,Whole,ICE,default-ice,817,0,2018-05,2025-07
NISSAN,X-TRAIL SENSE 2.5 AUT,Whole,ICE,default-ice,1,0,2023-09,2023-09
NISSAN,X-TRAIL T32 CVT 2.5 AUT,Whole,ICE,default-ice,1,0,2022-07,2022-07
NISSAN,XTERRA,Whole,ICE,default-ice,1,0,2025-07,2025-07
NISSAN,XTRAIL 4X4 2.5 AUT,Whole,ICE,default-ice,1,1,2025-10,2025-10
OPEL,ADAM S,Whole,ICE,default-ice,1,1,2026-01,2026-01
OPEL,AGILA,Whole,ICE,default-ice,1,0,2021-11,2021-11
OPEL,ASTRA 1.4,Whole,ICE,default-ice,1,0,2019-03,2019-03
OPEL,ASTRA 1.7 CDTI,Whole,ICE,default-ice,1,0,2021-10,2021-10
OPEL,ASTRA CARAVAN G 1.6,Whole,ICE,default-ice,1,0,2020-10,2020-10
OPEL,ASTRA ENJOY ST 1.6 AT,Whole,ICE,default-ice,1,0,2022-09,2022-09
OPEL,CORSA,Whole,ICE,default-ice,2,0,2018-05,2023-08
OPEL,GT 1900,Whole,ICE,default-ice,2,0,2018-03,2021-03
OPEL,INSIGNIA CDTI,Whole,ICE,default-ice,1,0,2021-08,2021-08
OPEL,MERIVA,Whole,ICE,default-ice,1,0,2019-01,2019-01
OPEL,MOKKA CDTI,Whole,ICE,default-ice,1,0,2023-05,2023-05
OPEL,TIGRA,Whole,ICE,default-ice,1,0,2018-11,2018-11
OPEL,VIVARO 2.5 CDTI,Whole,ICE,default-ice,1,0,2019-02,2019-02
OPEL,ZAFIRA,Whole,ICE,default-ice,2,0,2020-05,2024-01
OPEL,ZAFIRA 1.7 CDTI,Whole,ICE,default-ice,1,0,2019-03,2019-03
OPEL,ZAFIRA 1.9 CDTI,Whole,ICE,default-ice,3,0,2018-02,2023-06
OPEL,ZAFIRA 2.0DTI,Whole,ICE,default-ice,1,0,2021-07,2021-07
PACKARD,645,Whole,ICE,default-ice,1,0,2018-06,2018-06
PEUGEOT,1007 SPORTY 1.6,Whole,ICE,default-ice,1,0,2021-03,2021-03
PEUGEOT,106 EQUINOXE 1.1,Whole,ICE,default-ice,1,0,2018-04,2018-04
PEUGEOT,108 TOP ALLURE 1.2,Whole,ICE,default-ice,1,0,2023-01,2023-01
PEUGEOT,2008,Whole,ICE,default-ice,3,0,2018-08,2021-05
PEUGEOT,2008 ACTIVE 1.6,Whole,ICE,default-ice,838,0,2018-01,2023-03
PEUGEOT,2008 ACTIVE 1.6 115,Whole,ICE,default-ice,343,0,2018-06,2022-05
PEUGEOT,2008 ACTIVE 1.6 AM20,Whole,ICE,default-ice,272,0,2019-09,2021-09
PEUGEOT,2008 ACTIVE 1.6 AM21,Whole,ICE,default-ice,34,0,2021-06,2021-11
PEUGEOT,2008 ACTIVE T200 AM24,Whole,ICE,default-ice,3638,15,2024-07,2026-08
PEUGEOT,2008 ACTIVE T200 AM25,Whole,ICE,default-ice,2452,97,2025-01,2026-07
PEUGEOT,2008 ACTIVE T200 AM26,Whole,ICE,default-ice,3595,3019,2025-07,2026-08
PEUGEOT,2008 ACTIVE T200 AM26.5,Whole,ICE,default-ice,760,760,2026-04,2026-08
PEUGEOT,2008 ALLURE 1.6,Whole,ICE,default-ice,2223,0,2018-01,2025-07
PEUGEOT,2008 ALLURE 1.6 115,Whole,ICE,default-ice,1840,0,2018-06,2023-07
PEUGEOT,2008 ALLURE 1.6 AM20,Whole,ICE,default-ice,1978,0,2019-08,2023-03
PEUGEOT,2008 ALLURE 1.6 AM21,Whole,ICE,default-ice,105,0,2021-04,2022-01
PEUGEOT,2008 ALLURE 1.6 AM22,Whole,ICE,default-ice,333,0,2021-06,2022-06
PEUGEOT,2008 ALLURE 1.6 TIPTRONIC,Whole,ICE,default-ice,204,0,2018-01,2023-03
PEUGEOT,2008 ALLURE 1.6 TIPTRONIC 6,Whole,ICE,default-ice,388,0,2018-01,2019-12
PEUGEOT,2008 ALLURE 1.6 TIPTRONIC 6 115,Whole,ICE,default-ice,235,0,2018-06,2023-04
PEUGEOT,2008 ALLURE BLUE HDI 1.5 AUT,Whole,ICE,default-ice,1,1,2026-03,2026-03
PEUGEOT,2008 ALLURE E HDI 1.6,Whole,ICE,default-ice,1,0,2024-08,2024-08
PEUGEOT,2008 ALLURE T200 AM24,Whole,ICE,default-ice,1303,8,2024-07,2026-05
PEUGEOT,2008 ALLURE T200 AM25,Whole,ICE,default-ice,2417,205,2025-01,2026-06
PEUGEOT,2008 ALLURE T200 AM26,Whole,ICE,default-ice,3562,3105,2025-07,2026-08
PEUGEOT,2008 ALLURE T200 AM26.5,Whole,ICE,default-ice,605,605,2026-04,2026-08
PEUGEOT,2008 ALLURE T200 AM27,Whole,ICE,default-ice,10,10,2026-08,2026-08
PEUGEOT,2008 CROSSWAY 1.6,Whole,ICE,default-ice,1,0,2019-05,2019-05
PEUGEOT,2008 CROSSWAY 1.6 115,Whole,ICE,default-ice,398,0,2018-09,2022-03
PEUGEOT,2008 FELINE 1.6,Whole,ICE,default-ice,2300,0,2018-01,2024-02
PEUGEOT,2008 FELINE 1.6 115,Whole,ICE,default-ice,1661,0,2018-05,2022-12
PEUGEOT,2008 FELINE 1.6 AM20,Whole,ICE,default-ice,1163,0,2019-03,2023-06
PEUGEOT,2008 FELINE 1.6 AM21,Whole,ICE,default-ice,159,0,2021-04,2021-11
PEUGEOT,2008 FELINE 1.6 AM22,Whole,ICE,default-ice,535,0,2021-06,2022-09
PEUGEOT,2008 FELINE 1.6 AM22.5,Whole,ICE,default-ice,307,0,2022-02,2023-07
PEUGEOT,2008 FELINE 1.6 AM23,Whole,ICE,default-ice,834,0,2022-07,2023-12
PEUGEOT,2008 FELINE 1.6 TIPTRONIC 6,Whole,ICE,default-ice,1033,0,2018-01,2019-12
PEUGEOT,2008 FELINE 1.6 TIPTRONIC 6 115,Whole,ICE,default-ice,907,0,2018-05,2020-11
PEUGEOT,2008 FELINE 1.6 TIPTRONIC AM20,Whole,ICE,default-ice,972,0,2019-03,2021-11
PEUGEOT,2008 FELINE 1.6 TIPTRONIC AM21,Whole,ICE,default-ice,117,0,2021-04,2022-01
PEUGEOT,2008 FELINE 1.6 TIPTRONIC AM22,Whole,ICE,default-ice,456,0,2021-06,2023-03
PEUGEOT,2008 FELINE 1.6 TIPTRONIC AM22.5,Whole,ICE,default-ice,288,0,2022-02,2023-05
PEUGEOT,2008 FELINE TIPTRONIC 1.6 AM23,Whole,ICE,default-ice,351,0,2022-07,2023-11
PEUGEOT,2008 GT T200 AM24,Whole,ICE,default-ice,1463,17,2024-07,2026-08
PEUGEOT,2008 GT T200 AM25,Whole,ICE,default-ice,3060,322,2025-01,2026-08
PEUGEOT,2008 GT T200 AM26,Whole,ICE,default-ice,3442,3095,2025-07,2026-08
PEUGEOT,2008 GT T200 AM26.5,Whole,ICE,default-ice,594,594,2026-04,2026-08
PEUGEOT,2008 GT T200 AM27,Whole,ICE,default-ice,8,8,2026-08,2026-08
PEUGEOT,2008 IN CONCERT 1.6 AM20,Whole,ICE,default-ice,204,0,2020-07,2021-09
PEUGEOT,2008 IN CONCERT 1.6 THP TIPTRONIC AM20,Whole,ICE,default-ice,149,0,2020-07,2021-05
PEUGEOT,2008 IN CONCERT 1.6 TIPTRONIC AM20,Whole,ICE,default-ice,127,0,2020-07,2021-06
PEUGEOT,2008 SPORT 1.6 THP,Whole,ICE,default-ice,1448,0,2018-01,2021-08
PEUGEOT,2008 SPORT 1.6 THP 165,Whole,ICE,default-ice,918,0,2018-06,2020-04
PEUGEOT,2008 SPORT 1.6 THP AM20,Whole,ICE,default-ice,497,0,2019-03,2022-03
