period,time_interval,variant,source,BEV,PHEV,EREV,HEV,PETROL,DIESEL,OTHERS,TOTAL,notes
2017-01,monthly,HDV,DGT,0.0,0.0,0.0,1.0,2.0,2019.0,10.0,2032.0,https://www.dgt.es/microdatos/salida/2017/1/vehiculos/matriculaciones/export_mensual_mat_201701.zip
2017-02,monthly,HDV,DGT,0.0,0.0,0.0,8.0,0.0,1712.0,15.0,1735.0,https://www.dgt.es/microdatos/salida/2017/2/vehiculos/matriculaciones/export_mensual_mat_201702.zip
2017-03,monthly,HDV,DGT,0.0,0.0,0.0,0.0,2.0,1985.0,16.0,2003.0,https://www.dgt.es/microdatos/salida/2017/3/vehiculos/matriculaciones/export_mensual_mat_201703.zip
2017-04,monthly,HDV,DGT,0.0,0.0,0.0,3.0,1.0,1472.0,4.0,1480.0,https://www.dgt.es/microdatos/salida/2017/4/vehiculos/matriculaciones/export_mensual_mat_201704.zip
2017-05,monthly,HDV,DGT,2.0,2.0,0.0,7.0,0.0,1844.0,43.0,1898.0,https://www.dgt.es/microdatos/salida/2017/5/vehiculos/matriculaciones/export_mensual_mat_201705.zip
2017-06,monthly,HDV,DGT,0.0,0.0,0.0,1.0,1.0,2002.0,88.0,2092.0,https://www.dgt.es/microdatos/salida/2017/6/vehiculos/matriculaciones/export_mensual_mat_201706.zip
2017-07,monthly,HDV,DGT,0.0,0.0,1.0,0.0,1.0,1871.0,68.0,1941.0,https://www.dgt.es/microdatos/salida/2017/7/vehiculos/matriculaciones/export_mensual_mat_201707.zip
2017-08,monthly,HDV,DGT,0.0,0.0,0.0,1.0,2.0,1473.0,52.0,1528.0,https://www.dgt.es/microdatos/salida/2017/8/vehiculos/matriculaciones/export_mensual_mat_201708.zip
2017-09,monthly,HDV,DGT,0.0,0.0,0.0,1.0,0.0,1863.0,59.0,1923.0,https://www.dgt.es/microdatos/salida/2017/9/vehiculos/matriculaciones/export_mensual_mat_201709.zip
2017-10,monthly,HDV,DGT,0.0,0.0,0.0,6.0,1.0,3083.0,64.0,3154.0,https://www.dgt.es/microdatos/salida/2017/10/vehiculos/matriculaciones/export_mensual_mat_201710.zip
2017-11,monthly,HDV,DGT,0.0,0.0,0.0,6.0,0.0,2840.0,42.0,2888.0,https://www.dgt.es/microdatos/salida/2017/11/vehiculos/matriculaciones/export_mensual_mat_201711.zip
2017-12,monthly,HDV,DGT,1.0,0.0,0.0,0.0,2.0,1826.0,6.0,1835.0,https://www.dgt.es/microdatos/salida/2017/12/vehiculos/matriculaciones/export_mensual_mat_201712.zip
2018-01,monthly,HDV,DGT,0.0,0.0,0.0,8.0,1.0,2150.0,38.0,2197.0,https://www.dgt.es/microdatos/salida/2018/1/vehiculos/matriculaciones/export_mensual_mat_201801.zip
2018-02,monthly,HDV,DGT,0.0,0.0,0.0,0.0,0.0,1864.0,20.0,1884.0,https://www.dgt.es/microdatos/salida/2018/2/vehiculos/matriculaciones/export_mensual_mat_201802.zip
2018-03,monthly,HDV,DGT,0.0,0.0,0.0,1.0,0.0,1926.0,58.0,1985.0,https://www.dgt.es/microdatos/salida/2018/3/vehiculos/matriculaciones/export_mensual_mat_201803.zip
2018-04,monthly,HDV,DGT,1.0,0.0,0.0,4.0,0.0,1873.0,98.0,1976.0,https://www.dgt.es/microdatos/salida/2018/4/vehiculos/matriculaciones/export_mensual_mat_201804.zip
2018-05,monthly,HDV,DGT,0.0,0.0,0.0,16.0,1.0,1836.0,92.0,1945.0,https://www.dgt.es/microdatos/salida/2018/5/vehiculos/matriculaciones/export_mensual_mat_201805.zip
2018-06,monthly,HDV,DGT,1.0,0.0,0.0,19.0,0.0,1900.0,39.0,1959.0,https://www.dgt.es/microdatos/salida/2018/6/vehiculos/matriculaciones/export_mensual_mat_201806.zip
2018-07,monthly,HDV,DGT,2.0,0.0,0.0,2.0,1.0,1923.0,45.0,1973.0,https://www.dgt.es/microdatos/salida/2018/7/vehiculos/matriculaciones/export_mensual_mat_201807.zip
2018-08,monthly,HDV,DGT,0.0,0.0,0.0,5.0,1.0,1588.0,28.0,1622.0,https://www.dgt.es/microdatos/salida/2018/8/vehiculos/matriculaciones/export_mensual_mat_201808.zip
2018-09,monthly,HDV,DGT,0.0,0.0,0.0,11.0,0.0,1629.0,59.0,1699.0,https://www.dgt.es/microdatos/salida/2018/9/vehiculos/matriculaciones/export_mensual_mat_201809.zip
2018-10,monthly,HDV,DGT,0.0,0.0,0.0,10.0,1.0,2884.0,95.0,2990.0,https://www.dgt.es/microdatos/salida/2018/10/vehiculos/matriculaciones/export_mensual_mat_201810.zip
2018-11,monthly,HDV,DGT,0.0,0.0,0.0,5.0,0.0,2272.0,41.0,2318.0,https://www.dgt.es/microdatos/salida/2018/11/vehiculos/matriculaciones/export_mensual_mat_201811.zip
2018-12,monthly,HDV,DGT,1.0,0.0,0.0,4.0,0.0,1477.0,20.0,1502.0,https://www.dgt.es/microdatos/salida/2018/12/vehiculos/matriculaciones/export_mensual_mat_201812.zip
2019-01,monthly,HDV,DGT,0.0,0.0,0.0,6.0,0.0,2447.0,50.0,2503.0,https://www.dgt.es/microdatos/salida/2019/1/vehiculos/matriculaciones/export_mensual_mat_201901.zip
2019-02,monthly,HDV,DGT,0.0,0.0,1.0,9.0,2.0,1662.0,48.0,1722.0,https://www.dgt.es/microdatos/salida/2019/2/vehiculos/matriculaciones/export_mensual_mat_201902.zip
2019-03,monthly,HDV,DGT,0.0,1.0,0.0,4.0,1.0,1681.0,26.0,1713.0,https://www.dgt.es/microdatos/salida/2019/3/vehiculos/matriculaciones/export_mensual_mat_201903.zip
2019-04,monthly,HDV,DGT,0.0,0.0,0.0,10.0,1.0,1599.0,49.0,1659.0,https://www.dgt.es/microdatos/salida/2019/4/vehiculos/matriculaciones/export_mensual_mat_201904.zip
2019-05,monthly,HDV,DGT,0.0,0.0,0.0,14.0,0.0,2122.0,82.0,2218.0,https://www.dgt.es/microdatos/salida/2019/5/vehiculos/matriculaciones/export_mensual_mat_201905.zip
2019-06,monthly,HDV,DGT,1.0,0.0,0.0,31.0,0.0,2603.0,108.0,2743.0,https://www.dgt.es/microdatos/salida/2019/6/vehiculos/matriculaciones/export_mensual_mat_201906.zip
2019-07,monthly,HDV,DGT,0.0,0.0,0.0,1.0,2.0,1432.0,97.0,1532.0,https://www.dgt.es/microdatos/salida/2019/7/vehiculos/matriculaciones/export_mensual_mat_201907.zip
